name,parent,state,country
Army RCCTO Hypersonic Project Office,Rapid Capabilities and Critical Technologies Office (RCCTO),9,US
Army RCCTO Space Project Office,Rapid Capabilities and Critical Technologies Office (RCCTO),9,US
"Headquarters, Department of the Army",Secretary of the Army / U.S. Army (USA),7,US
Army Corps of Engineers (USACE),"Headquarters, Department of the Army",8,US
Engineering Research & Development Center (ERDC),Army Corps of Engineers (USACE),9,US
Army Futures Command (AFC),"Headquarters, Department of the Army",8,US
Army Applications Laboratory (AAL),Army Futures Command (AFC),9,US
Army Medical Research and Development Command (USAMRDC),Army Futures Command (AFC),9,US
Army Test and Evaluation Command (ATEC),Army Futures Command (AFC),9,US
Artificial Intelligence Task Force (AITF),Army Futures Command (AFC),9,US
Combat Capability Development Command (CCDC),Army Futures Command (AFC),9,US
U.S. Army Combat Capabilities Development Command (CCDC) - Americas,Combat Capability Development Command (CCDC),10,US
U.S. Army Combat Capabilities Development Command (CCDC) - Atlantic,Combat Capability Development Command (CCDC),10,US
U.S. Army Combat Capabilities Development Command (CCDC) - Aviation and Missile Center (AMC),Combat Capability Development Command (CCDC),10,US
U.S. Army Combat Capabilities Development Command (CCDC) - Pacific,Combat Capability Development Command (CCDC),10,US
U.S. Army Combat Capabilities Development Command (CCDC) Armaments Center,Combat Capability Development Command (CCDC),10,US
U.S. Army Combat Capabilities Development Command (CCDC) Army Research Laboratory (ARL),Combat Capability Development Command (CCDC),10,US
U.S. Army Combat Capabilities Development Command (CCDC) Aviation & Missile Center,Combat Capability Development Command (CCDC),10,US
"Aeroflightdynaamics Directorate (AFDD, Code Y)",U.S. Army Combat Capabilities Development Command (CCDC) Aviation & Missile Center,11,US
Flight Projects Office (Code YF),"Aeroflightdynaamics Directorate (AFDD, Code Y)",12,US
"Software, Simulations, Systems Engineering & Integration (S3I)",U.S. Army Combat Capabilities Development Command (CCDC) Aviation & Missile Center,11,US
Systems Readiness Directorate,U.S. Army Combat Capabilities Development Command (CCDC) Aviation & Missile Center,11,US
Technology Development Directorate,U.S. Army Combat Capabilities Development Command (CCDC) Aviation & Missile Center,11,US
U.S. Army Combat Capabilities Development Command (CCDC) C5ISR Center,Combat Capability Development Command (CCDC),10,US
"Command, Power and Integration Directorate (CP&ID)",U.S. Army Combat Capabilities Development Command (CCDC) C5ISR Center,11,US
Intelligence and Information Warfare Directorate,"Command, Power and Integration Directorate (CP&ID)",12,US
Space and Terrestrial Communications Directorate (S&TCD),U.S. Army Combat Capabilities Development Command (CCDC) C5ISR Center,11,US
U.S. Army Combat Capabilities Development Command (CCDC) Chemical Biological Center,Combat Capability Development Command (CCDC),10,US
U.S. Army Combat Capabilities Development Command (CCDC) Data & Analysis Center,Combat Capability Development Command (CCDC),10,US
U.S. Army Combat Capabilities Development Command (CCDC) Ground Vehicle Systems Center (GVSC),Combat Capability Development Command (CCDC),10,US
U.S. Army Combat Capabilities Development Command (CCDC) Soldier Center,Combat Capability Development Command (CCDC),10,US
Combat Systems Directorate (CSD),Army Futures Command (AFC),9,US
Cross-Functional Teams (CFTs),Army Futures Command (AFC),9,US
Air and Missile Defense Cross Functional Team (CFT),Cross-Functional Teams (CFTs),10,US
"Assured Positioning, Navigation and Timing (APNT) Cross Functional Team (CFT)",Cross-Functional Teams (CFTs),10,US
Future Vertical Lift (FVL) Cross Functional Team (CFT),Cross-Functional Teams (CFTs),10,US
Long-Range Precision Fires (LRPF) Cross Functional Team (CFT),Cross-Functional Teams (CFTs),10,US
Network Cross Functional Team (CFT),Cross-Functional Teams (CFTs),10,US
Next-Generation Combat Vehicle (NGCV) Cross Functional Team (CFT),Cross-Functional Teams (CFTs),10,US
Soldier Lethality Cross Functional Team (CFT),Cross-Functional Teams (CFTs),10,US
Synthetic Training Environment (STE) Cross Functional Team (CFT),Cross-Functional Teams (CFTs),10,US
Futures and Concepts Center (FCC),Army Futures Command (AFC),9,US
Cyber Center of Excellence (CoE) Capabilities Development and Integration Directorate (CDID),Futures and Concepts Center (FCC),10,US
Fires Center of Excellence Capabilities (CoE) Development and Integration Directorate (CDID),Futures and Concepts Center (FCC),10,US
Joint Modernization Command,Futures and Concepts Center (FCC),10,US
Maneuver Center of Excellence (CoE) Capabilities Development and Integration Directorate (CDID),Futures and Concepts Center (FCC),10,US
Mission Command Center of Excellence (CoE) Capabilities Development & Integration Directorate (CDID),Futures and Concepts Center (FCC),10,US
U.S. Army Futures and Concepts Center (FCC) Research & Analysis Center,Futures and Concepts Center (FCC),10,US
Army Materiel Command (AMC),"Headquarters, Department of the Army",8,US
Army Contracting Command (ACC),Army Materiel Command (AMC),9,US
Army Office of Business Transformation (OBT),Army Materiel Command (AMC),9,US
Army Security Assistance Command (USASAC),Army Materiel Command (AMC),9,US
Army Sustainment Command (ASC),Army Materiel Command (AMC),9,US
Aviation and Missile Command (AMCOM),Army Materiel Command (AMC),9,US
Communications and Electronics Command (CECOM),Army Materiel Command (AMC),9,US
Installation Management Command,Army Materiel Command (AMC),9,US
Joint Munitions Command / Joint Munitions & Lethality Life Cycle Management Command (JMC),Army Materiel Command (AMC),9,US
Medical Logistics Command,Army Materiel Command (AMC),9,US
Military Surface Deployment and Distribution Command (SDDC),Army Materiel Command (AMC),9,US
Tank-Automotive and Armaments Command (TACOM),Army Materiel Command (AMC),9,US
Forces Command (FORSCOM),"Headquarters, Department of the Army",8,US
Army Cyber Command (ARCYBER),Forces Command (FORSCOM),9,US
Office of the U.S. Army Deputy Chief of Staff G-8,"Headquarters, Department of the Army",8,US
Training and Doctrine Command (TRADOC),"Headquarters, Department of the Army",8,US
Army Combined Arms Center (USACAC),Training and Doctrine Command (TRADOC),9,US
Cyber Center of Excellence (CoE) Capabilities Development and Integration Directorate (CDID),Training and Doctrine Command (TRADOC),9,US
Fires Center of Excellence Capabilities (CoE) Development and Integration Directorate (CDID),Training and Doctrine Command (TRADOC),9,US
Maneuver Center of Excellence (CoE) Capabilities Development and Integration Directorate (CDID),Training and Doctrine Command (TRADOC),9,US
Mission Command Center of Excellence (CoE) Capabilities Development & Integration Directorate (CDID),Training and Doctrine Command (TRADOC),9,US
U.S. Army Aviation Center of Excellence (USAACE),Training and Doctrine Command (TRADOC),9,US
Rapid Capabilities and Critical Technologies Office (RCCTO),Secretary of the Army / U.S. Army (USA),7,US
Department of the Navy (DoN),Department of Defense (DoD),5,US
Office of the Commandant of the Marine Corps (CMC Office) / U.S. Marine Corps (USMC),Department of the Navy (DoN),6,US
Expeditionary Advanced Base Operations,Office of the Commandant of the Marine Corps (CMC Office) / U.S. Marine Corps (USMC),7,US
Marine Corps Combat Development Command (MCCDC),Office of the Commandant of the Marine Corps (CMC Office) / U.S. Marine Corps (USMC),7,US
Marine Corps Warfighting Lab,Marine Corps Combat Development Command (MCCDC),8,US
Marine Corps Rapid Capabilities Office (RCO),Marine Corps Warfighting Lab,9,US
Training and Education Command (TECOM),Marine Corps Combat Development Command (MCCDC),8,US
Marine Corps Systems Command (MARCOR SYSCOM),Office of the Commandant of the Marine Corps (CMC Office) / U.S. Marine Corps (USMC),7,US
"Joint Program Executive Office for Chemical, Biological, Radiological, Nuclear Defense (JPEO-CBRN)",Marine Corps Systems Command (MARCOR SYSCOM),8,US
Marine Corps Tactical Systems Support Activity (MCTSSA),Marine Corps Systems Command (MARCOR SYSCOM),8,US
Amphibious Vehicle Test Branch (AVTB),Marine Corps Tactical Systems Support Activity (MCTSSA),9,US
Portfolio Manager Command Element Systems (PfM CES),Marine Corps Systems Command (MARCOR SYSCOM),8,US
Program Manager Command and Control Systems (PM C2),Portfolio Manager Command Element Systems (PfM CES),9,US
Program Manager Communication Systems (PM COMMS),Portfolio Manager Command Element Systems (PfM CES),9,US
Program Manager Intelligence Systems (PM INTEL),Portfolio Manager Command Element Systems (PfM CES),9,US
Portfolio Manager Ground Combat Element Systems (PfM GCES),Marine Corps Systems Command (MARCOR SYSCOM),8,US
Program Manager Fires (PM FIRES),Portfolio Manager Ground Combat Element Systems (PfM GCES),9,US
Program Manager Infantry Combat Equipment (PM ICE),Portfolio Manager Ground Combat Element Systems (PfM GCES),9,US
Program Manager Infantry Weapons (PM IW),Portfolio Manager Ground Combat Element Systems (PfM GCES),9,US
Portfolio Manager Logistics Combat Element Systems (PfM LCES),Marine Corps Systems Command (MARCOR SYSCOM),8,US
Program Manager Ammunition (PM AMMO),Portfolio Manager Logistics Combat Element Systems (PfM LCES),9,US
Program Manager Engineering Systems (PM ENG SYS),Portfolio Manager Logistics Combat Element Systems (PfM LCES),9,US
Program Manager Supply & Maintenance Systems (PM SUP/MAINT SYS),Portfolio Manager Logistics Combat Element Systems (PfM LCES),9,US
Portfolio Manager Supporting Establishment Systems (PfM SES),Marine Corps Systems Command (MARCOR SYSCOM),8,US
Program Manager Applications (PM APPS),Portfolio Manager Supporting Establishment Systems (PfM SES),9,US
Program Manager Customer Support & Strategic Sourcing (PM CS3),Portfolio Manager Supporting Establishment Systems (PfM SES),9,US
Program Manager Marine Corps Cyber Ops (PM MC Cyber),Portfolio Manager Supporting Establishment Systems (PfM SES),9,US
Program Manager Network & Infrastructure (PM NI),Portfolio Manager Supporting Establishment Systems (PfM SES),9,US
Program Manager Wargaming Capability (PM WGC),Portfolio Manager Supporting Establishment Systems (PfM SES),9,US
Program Executive Officer Enterprise Information Systems (PEO EIS),Marine Corps Systems Command (MARCOR SYSCOM),8,US
Enterprise Software Licensing Program Office (PMW 172.4),Program Executive Officer Enterprise Information Systems (PEO EIS),9,US
Enterprise Systems and Services Program Office (PMW 250),Program Executive Officer Enterprise Information Systems (PEO EIS),9,US
Global Combat Support Systems - Marine Corps Program Office (PMW 230),Program Executive Officer Enterprise Information Systems (PEO EIS),9,US
Naval Enterprise Networks Program Office (PMW 205),Program Executive Officer Enterprise Information Systems (PEO EIS),9,US
Navy Commercial Cloud Services Program Office (PMW 270),Program Executive Officer Enterprise Information Systems (PEO EIS),9,US
Navy Enterprise Business Solutions Program Office (PMW 220),Program Executive Officer Enterprise Information Systems (PEO EIS),9,US
Enterprise Resource Planning System,Program Executive Officer Enterprise Information Systems (PEO EIS),10,US
Navy Maritime Maintenance Enterprise Solution - Technical Refresh (PMW 444),Program Executive Officer Enterprise Information Systems (PEO EIS),9,US
Navy Sensitive Compartmented Information and Controlled Access Program Networks Ashore (PMW 260),Program Executive Officer Enterprise Information Systems (PEO EIS),9,US
Sea Warrior Program Office (PMW 240),Program Executive Officer Enterprise Information Systems (PEO EIS),9,US
Special Access Program Networks Program Office (PMW 280),Program Executive Officer Enterprise Information Systems (PEO EIS),9,US
Program Executive Officer Land Systems (PEO LS),Marine Corps Systems Command (MARCOR SYSCOM),8,US
Program Manager Advanced Amphibious Assault (PM AAA),Program Executive Officer Land Systems (PEO LS),9,US
Program Manager Air Command and Control Sensor Netting (PM AC2SN),Program Executive Officer Land Systems (PEO LS),9,US
Program Manager Ground Air Task Oriented Radar (PM G/ATOR),Program Executive Officer Land Systems (PEO LS),9,US
Program Manager Ground Based Air Defense (PM GBAD),Program Executive Officer Land Systems (PEO LS),9,US
Marine Air Defense Integrated System (MADIS),Program Manager Ground Based Air Defense (PM GBAD),10,US
Program Manager Light Tactical Vehicles (PM LTV),Program Executive Officer Land Systems (PEO LS),9,US
Program Manager Medium and Heavy Tactical Vehicles (PM M&HTV),Program Executive Officer Land Systems (PEO LS),9,US
Program Manager Towed Artillery Systems (PM TAS),Program Executive Officer Land Systems (PEO LS),9,US
Program Manager for Light Armored Vehicles (PM LAV) / Light Armored Vehicles (PM 120),Marine Corps Systems Command (MARCOR SYSCOM),8,US
Program Manager Training Systems (PM TRASYS) / Training Systems (PMM-130),Marine Corps Systems Command (MARCOR SYSCOM),8,US
USMC Counter-Unmanned Aircraft System (C-UAS),Marine Corps Systems Command (MARCOR SYSCOM),8,US
Secretary of the Navy (SECNAV) / U.S. Navy (USN),Department of the Navy (DoN),6,US
"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",Secretary of the Navy (SECNAV) / U.S. Navy (USN),7,US
"Joint Program Executive Office for Chemical, Biological, Radiological, Nuclear Defense (JPEO-CBRN)","Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
Military Sealift Command (MSC),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
Naval Expeditions (NavalX) Agility Office,"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
Tech Bridges,Naval Expeditions (NavalX) Agility Office,9,US
Capital Tech Bridge,Tech Bridges,10,US
Central Coast Tech Bridge,Tech Bridges,10,US
Central Florida Tech Bridge,Tech Bridges,10,US
Inland Empire Tech Bridge,Tech Bridges,10,US
Mid Atlantic Tech Bridge,Tech Bridges,10,US
Midwest Tech Bridge,Tech Bridges,10,US
Northeast Tech Bridge,Tech Bridges,10,US
Northwest Tech Bridge,Tech Bridges,10,US
Palmetto Tech Bridge,Tech Bridges,10,US
SoCal Tech Bridge,Tech Bridges,10,US
Southern Maryland Tech Bridge,Tech Bridges,10,US
Ventura Tech Bridge,Tech Bridges,10,US
Office of Naval Research (ONR),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
Naval Research Laboratory (NRL),Office of Naval Research (ONR),9,US
"Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)","Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
Air Anti-Submarine Warfare Systems Program Office (PMA-264),"Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)",9,US
"E-6 Airborne Strategic Command, Control and Communications (C3) Program Office (PMA-271)","Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)",9,US
H-1 Program Office (PMA-276),"Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)",9,US
H-53 Heavy Lift Helicopters Program Office (PMA-261),"Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)",9,US
H-60 Multi-Mission Helicopters Program Office (PMA-299),"Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)",9,US
Maritime Patrol and Reconnaissance Aircraft Program Office (PMA-290),"Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)",9,US
Presidential Helicopters Program Office (PMA-274),"Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)",9,US
Tactical Airlift Program Office (PMA-207),"Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)",9,US
V-22 Joint Program Office (PMA-275),"Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)",9,US
Program Executive Officer Aircraft Carriers (PEO CV),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
CVN 78 Class Program Office (PMS 378),Program Executive Officer Aircraft Carriers (PEO CV),9,US
CVN 79/80 Program Office (PMS 379),Program Executive Officer Aircraft Carriers (PEO CV),9,US
In-Service Aircraft Carrier Program Office (PMS 312),Program Executive Officer Aircraft Carriers (PEO CV),9,US
Program Executive Officer Columbia (Columbia 397),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)","Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
Battlespace Awareness and Information Operations Program Office (PMW 120),"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)",9,US
Carrier and Air Integration Program Office (PMW 750),"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)",9,US
Command and Control Systems Program Office (PMW 150),"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)",9,US
Communications and GPS Navigation Program Office (PMW/A 170),"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)",9,US
Information Assurance and Cyber Security Program Office (PMW 130),"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)",9,US
International C4I Integration Program Office (PMW 740),"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)",9,US
Ship Integration Program Office (PMW 760),"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)",9,US
Shore And Expeditionary Integration Program Office (PMW 790),"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)",9,US
Tactical Networks Program Office (PMW 160),"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)",9,US
Undersea Communications and Integration Program Office (PMW 770),"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)",9,US
Program Executive Officer Digital and Enterprise Services (PEO Digital),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
Program Executive Officer Enterprise Information Systems (PEO EIS),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
Program Executive Officer Integrated Warfare Systems (PEO IWS),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
Program Executive Officer Joint Strike Fighter (PEO JSF),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
F-35 Joint Program Office (JPO),Program Executive Officer Joint Strike Fighter (PEO JSF),9,US
Program Executive Officer Land Systems (PEO LS),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
Program Executive Officer Manpower Logistics and Business Solutions (PEO MLB),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
Program Executive Officer Ships (PEO Ships),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
Amphibious Warfare Program Office (PMS 377),Program Executive Officer Ships (PEO Ships),9,US
DDG 1000 Program Office (PMS 500),Program Executive Officer Ships (PEO Ships),9,US
DDG 51 Program Office (PMS 400D),Program Executive Officer Ships (PEO Ships),9,US
Electric Ships Office (PMS 320),Program Executive Officer Ships (PEO Ships),9,US
LPD 17/LX(R) Program Office (PMS 317),Program Executive Officer Ships (PEO Ships),9,US
Ships Acquisition Management (Ships AM),Program Executive Officer Ships (PEO Ships),9,US
Strategic and Theater Sealift Program Office (PMS 385),Program Executive Officer Ships (PEO Ships),9,US
"Support Ships, Boats and Craft Program Office (PMS 325)",Program Executive Officer Ships (PEO Ships),9,US
Program Executive Officer Space Systems,"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
Program Executive Officer Submarines (PEO SUB),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
Maritime Surveillance Systems Program Office (PMS 485),Program Executive Officer Submarines (PEO SUB),9,US
Program Executive Officer Columbia (Columbia 397),Program Executive Officer Submarines (PEO SUB),9,US
Submarine Acoustic Systems Program Office (PMS 401),Program Executive Officer Submarines (PEO SUB),9,US
Submarine Combat and Weapons Control Program Office (PMS 425),Program Executive Officer Submarines (PEO SUB),9,US
Submarine Electromagnetic Systems Program Office (PMS 435),Program Executive Officer Submarines (PEO SUB),9,US
Undersea Defensive Warfare Systems Program Office (PMS 415),Program Executive Officer Submarines (PEO SUB),9,US
Undersea Weapons Program Office (PMS 404),Program Executive Officer Submarines (PEO SUB),9,US
VIRGINIA Class Program Office (PMS 450),Program Executive Officer Submarines (PEO SUB),9,US
Program Executive Officer Tactical Aircraft Programs (PEO-T),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
Advanced Tactical Aircraft Protection Systems Program Office (PMA-272),Program Executive Officer Tactical Aircraft Programs (PEO-T),9,US
Airborne Electronic Attack Program Office (PMA-234),Program Executive Officer Tactical Aircraft Programs (PEO-T),9,US
Aircraft Launch and Recovery Equipment Program Office (PMA-251),Program Executive Officer Tactical Aircraft Programs (PEO-T),9,US
Air-to-Air Missiles Program Office (PMA-259),Program Executive Officer Tactical Aircraft Programs (PEO-T),9,US
AV-8B Weapon Systems Program Office (PMA-257),Program Executive Officer Tactical Aircraft Programs (PEO-T),9,US
E-2/C-2 Airborne Command and Control Systems Program Office (PMA-231),Program Executive Officer Tactical Aircraft Programs (PEO-T),9,US
F/A-18 and EA-18G Program Office (PMA-265),Program Executive Officer Tactical Aircraft Programs (PEO-T),9,US
Naval Air Traffic Management Systems Program Office (PMA-213),Program Executive Officer Tactical Aircraft Programs (PEO-T),9,US
Naval Undergraduate Flight Training Systems Program Office (PMA-273),Program Executive Officer Tactical Aircraft Programs (PEO-T),9,US
Precision Strike Weapons Program Office (PMA-201),Program Executive Officer Tactical Aircraft Programs (PEO-T),9,US
Program Executive Officer Unmanned and Small Combatants (PEO USC),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
Frigate Program Office (PMS 515),Program Executive Officer Unmanned and Small Combatants (PEO USC),9,US
International Small Combatants Program Office (PMS 525),Program Executive Officer Unmanned and Small Combatants (PEO USC),9,US
LCS Fleet Introduction & Sustainment Program Office (PMS 505),Program Executive Officer Unmanned and Small Combatants (PEO USC),9,US
LCS Mission Modules Program Office (PMS 420),Program Executive Officer Unmanned and Small Combatants (PEO USC),9,US
Littoral Combat Ships Program Office (PMS 501),Program Executive Officer Unmanned and Small Combatants (PEO USC),9,US
Mine Warfare Program Office (PMS 495),Program Executive Officer Unmanned and Small Combatants (PEO USC),9,US
Unmanned Maritime Systems Program Office (PMS 406),Program Executive Officer Unmanned and Small Combatants (PEO USC),9,US
Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
Aerial Target & Decoy Systems Program Office (PMA-208),Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W),9,US
Common Standards and Interoperability (CSI) Office,Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W),9,US
Direct & Time Sensitive Weapons Program Office (PMA-242),Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W),9,US
Multi-Mission Tactical UAS Program Office (PMA-266),Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W),9,US
Navy & Marine Corps Small Tactical Unmanned Aircraft Systems Program Office (PMA-263),Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W),9,US
Persistent Maritime Unmanned Aircraft Systems Program Office (PMA-262),Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W),9,US
Precision Strike Weapons Program Office (PMA-201),Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W),9,US
Strike Planning and Execution Systems Program Office (PMA-281),Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W),9,US
Tomahawk Weapons Systems Program Office (PMA-280),Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W),9,US
Unmanned Combat Air System Demonstration Program Office (PMA-268),Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W),9,US
Strategic Systems Programs (SSP) Direct Reporting Program Manager (DRPM),"Assistant Secretary of the Navy for Research, Development & Acquisition - ASN(RD&A)",8,US
Emerging Missions,Strategic Systems Programs (SSP) Direct Reporting Program Manager (DRPM),9,US
Navy Treaty Implementation Program (NTIP),Strategic Systems Programs (SSP) Direct Reporting Program Manager (DRPM),9,US
Nuclear Weapons Security (NWS),Strategic Systems Programs (SSP) Direct Reporting Program Manager (DRPM),9,US
Payload Integrator,Strategic Systems Programs (SSP) Direct Reporting Program Manager (DRPM),9,US
Office of the Chief of Naval Operations (OPNAV / CNO Office),Secretary of the Navy (SECNAV) / U.S. Navy (USN),7,US
Military Sealift Command (MSC),Office of the Chief of Naval Operations (OPNAV / CNO Office),8,US
Naval Air Systems Command (NAVAIR),Office of the Chief of Naval Operations (OPNAV / CNO Office),8,US
Naval Air Warfare Center Aircraft Division (NAWCAD),Naval Air Systems Command (NAVAIR),9,US
AIRWorks,Naval Air Warfare Center Aircraft Division (NAWCAD),10,US
Naval Air Warfare Center Training Systems Division (NAWCTSD),Naval Air Systems Command (NAVAIR),9,US
Naval Air Warfare Center Weapons Division (NAWCWD),Naval Air Systems Command (NAVAIR),9,US
Naval Sustainment System-Aviation (NSS-A),Naval Air Systems Command (NAVAIR),9,US
"Program Executive Officer Air, ASW, Assault, and Special Missions (PEO-A)",Naval Air Systems Command (NAVAIR),9,US
Program Executive Officer Common Systems (PEO CS),Naval Air Systems Command (NAVAIR),9,US
Specialized and Proven Aircraft Program Office (PMA 226),Program Executive Officer Common Systems (PEO CS),10,US
Program Executive Officer Joint Strike Fighter (PEO JSF),Naval Air Systems Command (NAVAIR),9,US
Program Executive Officer Tactical Aircraft Programs (PEO-T),Naval Air Systems Command (NAVAIR),9,US
Program Executive Officer Unmanned Aviation and Strike Weapons (PEO-W),Naval Air Systems Command (NAVAIR),9,US
Naval Education and Training Command (NETC),Office of the Chief of Naval Operations (OPNAV / CNO Office),8,US
Center for Surface Combat Systems (CSCS),Naval Education and Training Command (NETC),9,US
Chief of Naval Air Training (CNATRA),Naval Education and Training Command (NETC),9,US
Naval Facilities Engineering Command (NAVFAC),Office of the Chief of Naval Operations (OPNAV / CNO Office),8,US
Naval Information Forces (NAVIFOR),Office of the Chief of Naval Operations (OPNAV / CNO Office),8,US
Naval Information Warfare Center (NIWC),Naval Information Forces (NAVIFOR),9,US
Naval Information Warfare Center Atlantic (NIWC Atlantic),Naval Information Warfare Center (NIWC),10,US
Naval Information Warfare Center Pacific (NIWC Pacific),Naval Information Warfare Center (NIWC),10,US
Naval Information Warfighting Development Center (NIWDC),Naval Information Forces (NAVIFOR),9,US
Naval Information Warfare Systems Command (NAVWAR),Office of the Chief of Naval Operations (OPNAV / CNO Office),8,US
"Program Executive Officer Command, Control, Communications, Computers & Intelligence (PEO C4I)",Naval Information Warfare Systems Command (NAVWAR),9,US
Program Executive Officer Enterprise Information Systems (PEO EIS),Naval Information Warfare Systems Command (NAVWAR),9,US
Program Executive Officer Space Systems,Naval Information Warfare Systems Command (NAVWAR),9,US
Naval Sea Systems Command (NAVSEA),Office of the Chief of Naval Operations (OPNAV / CNO Office),8,US
Cyber Engineering and Digital Transformation Directorate (SEA 03),Naval Sea Systems Command (NAVSEA),9,US
Field Activities,Naval Sea Systems Command (NAVSEA),9,US
Shipyards,Field Activities,10,US
Norfolk Navy Shipyard,Shipyards,11,US
Technology and Innovation Laboratory,Norfolk Navy Shipyard,12,US
Naval Surface Warfare Center (NSWC),Naval Sea Systems Command (NAVSEA),9,US
Naval Surface Warfare Center Crane Division,Naval Sea Systems Command (NAVSEA),10,US
Naval Surface Warfare Center Dahlgren Division (NSWCDD),Naval Surface Warfare Center (NSWC),10,US
Naval Surface Warfare Center Philadelphia Division (NSWCPD),Naval Surface Warfare Center (NSWC),10,US
Naval Systems Engineering Directorate (SEA 05),Naval Sea Systems Command (NAVSEA),9,US
Naval Undersea Warfare Center (NUWC),Naval Sea Systems Command (NAVSEA),9,US
Nuclear Propulsion Directorate (SEA 08),Naval Sea Systems Command (NAVSEA),9,US
Program Executive Officer Aircraft Carriers (PEO CV),Naval Sea Systems Command (NAVSEA),9,US
Program Executive Officer Integrated Warfare Systems (PEO IWS),Naval Sea Systems Command (NAVSEA),9,US
Program Executive Officer Ships (PEO Ships),Naval Sea Systems Command (NAVSEA),9,US
Program Executive Officer Submarines (PEO SUB),Naval Sea Systems Command (NAVSEA),9,US
Program Executive Officer Unmanned and Small Combatants (PEO USC),Naval Sea Systems Command (NAVSEA),9,US
Naval Supply Systems Command (NAVSUP),Office of the Chief of Naval Operations (OPNAV / CNO Office),8,US
DoD Chief Management Office,Department of Defense (DoD),5,US
Electromagnetic Spectrum Operations Cross Functional Team,Department of Defense (DoD),5,US
Joint Electronic Warfare Center,Department of Defense (DoD),5,US
Missile Defense Agency (MDA),Department of Defense (DoD),5,US
National Geospatial Intelligence Agency (NGA),Department of Defense (DoD),5,US
"Office of the Director, Operational Test and Evaluation (ODOT&E)",Department of Defense (DoD),5,US
Office of the Secretary of Defense (OSD),Department of Defense (DoD),5,US
