name,parent
NG Laser Systems,NG Land and Avionics C4ISR Division
NG Mission Solutions,NG Land and Avionics C4ISR Division
NG RF Combat & Information Systems,NG Land and Avionics C4ISR Division
Northrop Grumman Space Systems,Northrop Grumman
NG Space Systems Group,Northrop Grumman Space Systems
Orbital ATK - Commercial Satellites,NG Space Systems Group
Orbital ATK - Human Space and Advanced Systems,NG Space Systems Group
Orbital ATK - Science and National Security Satellites,NG Space Systems Group
Orbital ATK - Space Components,NG Space Systems Group
Orbital ATK - Technical Services Division,NG Space Systems Group
Northrop Grumman Defense Systems Group,Northrop Grumman Space Systems
Orbital ATK - Armament Systems Division,Northrop Grumman Defense Systems Group
Orbital ATK - Defense Electronics Systems Division,Northrop Grumman Defense Systems Group
Orbital ATK - Missile Products Division,Northrop Grumman Defense Systems Group
Orbital ATK - Small Caliber Systems,Northrop Grumman Defense Systems Group
Northrop Grumman Launch Systems,Northrop Grumman Space Systems
Orbital ATK Flight Systems - Aerospace Structures Division,Northrop Grumman Launch Systems
Orbital ATK Flight Systems - Propulsion Systems,Northrop Grumman Launch Systems
Orbital ATK Flight Systems - Space Launch Vehicles,Northrop Grumman Launch Systems
Northrop Grumman Space Division,Northrop Grumman Space Systems
NG Communications Systems,Northrop Grumman Space Division
NG Defense Systems,Northrop Grumman Space Division
NG Directed Energy Systems,Northrop Grumman Space Division
NG Military and Civil Space,Northrop Grumman Space Division
NG Missile Defense and Space Warning Systems,NG Military and Civil Space
NG Space Systems Resiliency,NG Military and Civil Space
NG Space Technology Services,NG Military and Civil Space
NG Space Logistics Services,Northrop Grumman Space Division
Orbital Sciences Corp.,Northrop Grumman Space Systems
Novetta,U.S. Companies
Numerica,U.S. Companies
NVIDIA,U.S. Companies
Obsidian Sensors,U.S. Companies
Oceaneering,U.S. Companies
Octo Consulting Group,U.S. Companies
O'Gara-Hess & Eisenhardt Armoring Company,U.S. Companies
OGSystems,U.S. Companies
Olin Corporation,U.S. Companies
Omega Aerial Refueling,U.S. Companies
Omni Federal,U.S. Companies
Omni-Lite Industries,U.S. Companies
Omnispace,U.S. Companies
OneWeb,U.S. Companies
OneWeb Satellites,OneWeb
Opener,U.S. Companies
Oracle,U.S. Companies
Orbion Space Technology,U.S. Companies
Orbit Beyond,U.S. Companies
Orbit Fab,U.S. Companies
Orbital Insight,U.S. Companies
Orbital Sidekick,U.S. Companies
Oshkosh,U.S. Companies
OSI Maritime Systems (OSI),U.S. Companies
OtherLab,U.S. Companies
OverAir,U.S. Companies
Ovzon,U.S. Companies
Pacific Architects and Engineers (PAE),U.S. Companies
Pacific Defense,U.S. Companies
PacStar,U.S. Companies
Palantir,U.S. Companies
Palo Alto Networks,U.S. Companies
Parker Lord,U.S. Companies
Parker-Hannifin,U.S. Companies
Parsons,U.S. Companies
PathSensors,U.S. Companies
Patriot Technologies,U.S. Companies
Pattonair,U.S. Companies
Pegasus Support Services,U.S. Companies
Peraton,U.S. Companies
Persistent Systems LLC,U.S. Companies
Perspecta Labs,U.S. Companies
Phase Four,U.S. Companies
Photo-Sonics,U.S. Companies
Physical Sciences Inc (PSI),U.S. Companies
Piasecki Aircraft Corp,U.S. Companies
Pine island Capital Partners,U.S. Companies
Meggitt Training Systems (MTS),Pine island Capital Partners
Precinmac Precision Machining,Pine island Capital Partners
Pinnacle Solutions,U.S. Companies
Pison Technology,U.S. Companies
Pivotal Labs,U.S. Companies
Pivotal Software,U.S. Companies
Planet,U.S. Companies
PlaneWave Instruments,U.S. Companies
Plexsys Interface Products,U.S. Companies
Polaris Alpha,U.S. Companies
"Polaris Industries, Inc.",U.S. Companies
Powerlight Technologies,U.S. Companies
PPG Aerospace,U.S. Companies
Pratt Miller Engineering,U.S. Companies
PredaSAR,U.S. Companies
Prime Turbines,U.S. Companies
Priority 1 Air Rescue,U.S. Companies
Privoro,U.S. Companies
Prodentity,U.S. Companies
Progeny Systems,U.S. Companies
Prometheus Fuels,U.S. Companies
Propulsion Defense Industrial Base,U.S. Companies
QinetiQ North America,U.S. Companies
Qualcomm,U.S. Companies
R2 Space,U.S. Companies
RadiaBeam Technologies,U.S. Companies
Radiant Solutions,U.S. Companies
Raydon,U.S. Companies
Raytheon Technologies Corporation,U.S. Companies
Collins Aerospace,Raytheon Technologies Corporation
Collins Aerospace Military GPS,Collins Aerospace
Forcepoint,Raytheon Technologies Corporation
Pratt & Whitney,Raytheon Technologies Corporation
Advanced Turbine Engine Company,Pratt & Whitney
International Aero Engines,Pratt & Whitney
Raytheon Intelligence & Space (RIS),Raytheon Technologies Corporation
"Raytheon Intelligence, Information and Services",Raytheon Intelligence & Space (RIS)
Raytheon Cybersecurity and Special Missions,"Raytheon Intelligence, Information and Services"
Raytheon Global Intelligence Solutions,"Raytheon Intelligence, Information and Services"
Raytheon Global Training Solutions,"Raytheon Intelligence, Information and Services"
Raytheon Mission Support and Modernization,"Raytheon Intelligence, Information and Services"
Raytheon Navigation and Environmental Solutions,"Raytheon Intelligence, Information and Services"
Raytheon Transportation and Support Systems,"Raytheon Intelligence, Information and Services"
Raytheon Space & Airborne Systems,Raytheon Intelligence & Space (RIS)
Raytheon BBN Technologies,Raytheon Space & Airborne Systems
Raytheon Electronic Warfare Systems,Raytheon Space & Airborne Systems
Raytheon Integrated Communications Systems,Raytheon Space & Airborne Systems
"Raytheon Intelligence, Surveillance and Reconnaissance Systems",Raytheon Space & Airborne Systems
Raytheon Secure Sensor Solutions,Raytheon Space & Airborne Systems
Raytheon Space Systems,Raytheon Space & Airborne Systems
Raytheon International,Raytheon Technologies Corporation
Raytheon Australia,Raytheon International
Raytheon Canada,Raytheon International
Raytheon Saudi Arabia,Raytheon International
Raytheon United Kingdom,Raytheon International
Raytheon Missiles & Defense (RMD),Raytheon Technologies Corporation
Raytheon Integrated Defense Systems,Raytheon Missiles & Defense (RMD)
Mission Systems and Sensors,Raytheon Integrated Defense Systems
Raytheon Command and Control Solutions,Mission Systems and Sensors
Raytheon Warfighter Protection Center,Raytheon Command and Control Solutions
Raytheon Missile Defense,Mission Systems and Sensors
Raytheon MSM Engineering Facility,Mission Systems and Sensors
Raytheon Solipsys,Mission Systems and Sensors
Raytheon Integrated Air and Missile Defense,Raytheon Integrated Defense Systems
Raytheon Seapower Capability Systems,Raytheon Integrated Defense Systems
Raytheon Missile Systems,Raytheon Missiles & Defense (RMD)
Raytheon Advanced Missile Systems,Raytheon Missile Systems
Raytheon Air and Missile Defense Systems,Raytheon Missile Systems
Raytheon Air Warfare Systems,Raytheon Missile Systems
Raytheon Land Warfare Systems,Raytheon Missile Systems
Javelin Joint Venture,Raytheon Land Warfare Systems
Raytheon Naval and Area Mission Defense,Raytheon Missile Systems
Raytheon Rheinmetall Land Systems,Raytheon Technologies Corporation
ThalesRaytheonSystems,Raytheon Technologies Corporation
RBC Signals,U.S. Companies
RE2 Robotics,U.S. Companies
Rebellion Defense,U.S. Companies
Red 6,U.S. Companies
Red Hat,U.S. Companies
Redwire,U.S. Companies
Relativity Space,U.S. Companies
Rhea Space Activity,U.S. Companies
Rheinmetall Fraen Fuzes,U.S. Companies
Ricardo Defense,U.S. Companies
Rincon Research Corporation,U.S. Companies
Riptide Software,U.S. Companies
Rise8,U.S. Companies
Rite Solutions,U.S. Companies
Roam Robotics,U.S. Companies
Robinson Helicopter Company,U.S. Companies
Roboteam,U.S. Companies
Probot,Roboteam
Robotic Research,U.S. Companies
Robotic Skies Consortium,U.S. Companies
Rocket Lab,U.S. Companies
Rockwell Automation,U.S. Companies
Rockwell Collins,U.S. Companies
Data Link Solutions,Rockwell Collins
RS Metrics,U.S. Companies
SA Photonics,U.S. Companies
Saalex Information Technology,U.S. Companies
Sabrewing Aircraft,U.S. Companies
Safariland Group,U.S. Companies
SAIC,U.S. Companies
MRZR,SAIC
Network Cross Functional Team (CFT),SAIC
SamsonSky,U.S. Companies
Sandia Labs,U.S. Companies
SAPA Transmission,U.S. Companies
Sarcos,U.S. Companies
Satellogic,U.S. Companies
Saturn Satellite Networks (SSN),U.S. Companies
SCI Technology,U.S. Companies
Science and Engineering Services International,U.S. Companies
"Scientific Applications and Research Associates, Inc. (SARA)",U.S. Companies
Scientific Research Corp,U.S. Companies
Scientific Systems Company,U.S. Companies
Sea Machine Robotics,U.S. Companies
SEAKR Engineering,U.S. Companies
Seaplane Global Air Services,U.S. Companies
"Securboration, Inc",U.S. Companies
Sehlke Consulting,U.S. Companies
Sekisui Aerospace,U.S. Companies
Sensor Open Systems Architecture (SOSA) Consortium,U.S. Companies
Sensurion,U.S. Companies
Sentient,U.S. Companies
SentinelOne,U.S. Companies
SES Government Solutions,U.S. Companies
Shift.org Inc.,U.S. Companies
Sierra Nevada Corporation,U.S. Companies
IAI-SNC VTOL,Sierra Nevada Corporation
Sierra Technical Services,U.S. Companies
Silent Falcon,U.S. Companies
Silvus Technologies,U.S. Companies
Simple Sense,U.S. Companies
SimpleSense,U.S. Companies
Sincerus Global Solutions,U.S. Companies
Sintavia,U.S. Companies
Skycorp,U.S. Companies
Skydio,U.S. Companies
Skydweller Aero,U.S. Companies
Skygrid,U.S. Companies
Skylo,U.S. Companies
Skyworks Global,U.S. Companies
Slingshot Aerospace,U.S. Companies
Smart Information Flow Technologies (SIFT),U.S. Companies
Soar Technology Inc. (SoarTech),U.S. Companies
SolAero Technologies,U.S. Companies
Solid State Scientific,U.S. Companies
Solstar Space,U.S. Companies
SOS International (SOSi),U.S. Companies
Southwest Research Institue,U.S. Companies
Space Adventures,U.S. Companies
Space Enterprise Consortium (SpEC),U.S. Companies
Space Micro,U.S. Companies
Space Systems Loral (SSL),U.S. Companies
Space Vector,U.S. Companies
Spaceflight,U.S. Companies
SpaceNet,U.S. Companies
SpaceX,U.S. Companies
SparkCognition,U.S. Companies
SparkCognition Government Systems,SparkCognition
Spartan Air Academy Iraq,U.S. Companies
Sparton,U.S. Companies
Spectranetix,U.S. Companies
Spike Aerospace,U.S. Companies
Spire Global,U.S. Companies
Spirit AeroSystems,U.S. Companies
Splunk,U.S. Companies
"SRC, Inc",U.S. Companies
SRI International,U.S. Companies
StandardAero,U.S. Companies
Starburst Aerospace,U.S. Companies
Steel America,U.S. Companies
Strata-G Technologies,U.S. Companies
Strategic Mission Elements,U.S. Companies
Strategic Robotic Systems,U.S. Companies
Stratolaunch,U.S. Companies
Superior Forge and Steel,U.S. Companies
Support System Associates,U.S. Companies
Swarm Technologies,U.S. Companies
Swift Engineering,U.S. Companies
Swift Tactical Systems,Swift Engineering
Symantec,U.S. Companies
Synopsys,U.S. Companies
Systel,U.S. Companies
Systems Engineering Associates,U.S. Companies
Systems Planning and Analysis,U.S. Companies
Tactical Air Support,U.S. Companies
Tangram Flex,U.S. Companies
Teal Drones,U.S. Companies
Technical Directions Inc. (TDI),U.S. Companies
Technology Advancement Group (TAG),U.S. Companies
Technology Service Corp,U.S. Companies
Techstars,U.S. Companies
Tectus Corporation,U.S. Companies
Teledyne Brown Engineering,U.S. Companies
Teledyne Technologies,U.S. Companies
Telephonics,U.S. Companies
Tempo Automation,U.S. Companies
Terra Bella,U.S. Companies
Terran Orbital,U.S. Companies
"Tethers Unlimited, Inc. (TUI)",U.S. Companies
Textron,U.S. Companies
AAI Corporation,Textron
Bell,Textron
Howe & Howe,Textron
Textron Aviation,Textron
Cessna,Textron Aviation
Textron Systems,Textron
Airborne Tactical Advantage Company (ATAC),Textron Systems
Thales USA,U.S. Companies
The Nevada Institute for Autonomous Systems (NIAS),U.S. Companies
The Protective Group (TPG),U.S. Companies
ThereCraft,U.S. Companies
ThinKom,U.S. Companies
Thoma Bravo,U.S. Companies
Titan Acquisition Holdings,U.S. Companies
TLS Services and Consulting,U.S. Companies
Top Aces,U.S. Companies
Transcend Air,U.S. Companies
TransDigm Group,U.S. Companies
TRC Companies,U.S. Companies
Triad National Security,U.S. Companies
Trident Space,U.S. Companies
Trident Systems,U.S. Companies
Trideum,U.S. Companies
Trillium Engineering,U.S. Companies
Triumph,U.S. Companies
True Velocity,U.S. Companies
TRX Systems,U.S. Companies
T-Worx Holdings,U.S. Companies
uAvionix,U.S. Companies
UAVOS,U.S. Companies
Uber,U.S. Companies
UbiquitiLink,U.S. Companies
UiPath,U.S. Companies
Ultralife Corp,U.S. Companies
UltraSoC,U.S. Companies
Umbra Lab,U.S. Companies
Unisys,U.S. Companies
Unitech Composites,U.S. Companies
United Defense,U.S. Companies
United Launch Alliance (ULA),U.S. Companies
United Technologies (UTC),U.S. Companies
United Technologies Advanced Projects (UTAP),United Technologies (UTC)
Universal mCloud Corp,U.S. Companies
Up Aerospace,U.S. Companies
Ursa Space,U.S. Companies
Valiant Integrated Services,U.S. Companies
Vantage Robotics,U.S. Companies
VATC,U.S. Companies
Vector,U.S. Companies
Vectrus,U.S. Companies
Verint,U.S. Companies
Verizon,U.S. Companies
Viasat,U.S. Companies
Vigor Industrial,U.S. Companies
Virgin Hyperloop One,U.S. Companies
Virgin Orbit-Galactic,U.S. Companies
Virtualitics Inc.,U.S. Companies
Visser Precision LLC,U.S. Companies
Vita Inclinata Technologies,U.S. Companies
VMware,U.S. Companies
Volansi,U.S. Companies
Vortex Optronics,U.S. Companies
Voyager Space Holdings,U.S. Companies
Altius Space Machines,Voyager Space Holdings
VT Halter Marine,U.S. Companies
VT Milcom,U.S. Companies
Vuzix,U.S. Companies
Wafer,U.S. Companies
Wesco,U.S. Companies
Westinghouse Government Services,U.S. Companies
Whitney Bradley & Brown,U.S. Companies
Wickr,U.S. Companies
Williams,U.S. Companies
Wind River Systems,U.S. Companies
Wind Talker Innovations,U.S. Companies
Windhover Labs,U.S. Companies
Woods Hole Oceanographic Institute,U.S. Companies
Woodward Hexcel,U.S. Companies
Workhorse Group,U.S. Companies
World View Enterprises,U.S. Companies
World Wide Technology,U.S. Companies
Wright Electric,U.S. Companies
Xapp Media,U.S. Companies
X-Bow Launch Systems,U.S. Companies
X-energy,U.S. Companies
Xenesis,U.S. Companies
XiDrone,U.S. Companies
XTAR,U.S. Companies
XTI Aircraft,U.S. Companies
Yates Electrospace,U.S. Companies
York Space Systems,U.S. Companies
ZeroAvia,U.S. Companies
Zeva,U.S. Companies
Zipline,U.S. Companies
ZSQUARED Engineering,U.S. Companies
Zunum Aero,U.S. Companies
UK Companies,"Companies (Competitors, Suppliers, Partners)"
AAC Clyde,UK Companies
AB Precision,UK Companies
Aeralis,UK Companies
Aerial Robotics Lab,UK Companies
Altitude Angel,UK Companies
Astrium Services UK,UK Companies
Atkins,UK Companies
Avanti Communications,UK Companies
B2Space,UK Companies
Babcock,UK Companies
Ascent Flight Training Management,Babcock
BAE Systems,UK Companies
BAE Cyber and Intelligence,BAE Systems
BAE Applied Intelligence,BAE Cyber and Intelligence
BAE Intelligence & Security,BAE Cyber and Intelligence
